participant_id,trial,round,level_of_latency,timestamp_ms,interval_x,interval_y,predicted_x,predicted_y
0,0,0,0,1709733410419,0,0,-0.248491,-0.256998
0,0,0,0,1709733410425,0,0,-0.232262,-0.244368
0,0,0,0,1709733410431,0,0,-0.238272,-0.237896
0,0,0,0,1709733410437,0,0,-0.252899,-0.229382
0,0,0,0,1709733410443,0,0,-0.265312,-0.232580
0,0,0,0,1709733410449,0,0,-0.250057,-0.221832
0,0,0,0,1709733410455,0,0,-0.251369,-0.239706
0,0,0,0,1709733410461,0,0,-0.243044,-0.233894
0,0,0,0,1709733410467,0,0,-0.193977,-0.227371
0,0,0,0,1709733410473,0,0,-0.121593,-0.251669
0,0,0,0,1709733410479,0,0,-0.227419,-0.237511
0,0,0,0,1709733410485,0,0,-0.227419,-0.237511
0,0,0,0,1709733410491,0,0,-0.227419,-0.237511
0,0,0,0,1709733410497,0,0,-0.227419,-0.237511
0,0,0,0,1709733410503,0,0,-0.227419,-0.237511
0,0,0,0,1709733410509,0,0,-0.227419,-0.237511
0,0,0,0,1709733410515,0,0,-0.227419,-0.237511
0,0,0,0,1709733410521,0,0,-0.227419,-0.237511
0,0,0,0,1709733410527,0,0,-0.227419,-0.237511
0,0,0,0,1709733410533,0,0,-0.227419,-0.237511
0,0,0,0,1709733410539,0,0,-0.227419,-0.237511
0,0,0,0,1709733410545,0,0,-0.227419,-0.237511
0,0,0,0,1709733410551,0,0,-0.227419,-0.237511
0,0,0,0,1709733410557,0,0,-0.227419,-0.237511
0,0,0,0,1709733410563,0,0,-0.227419,-0.237511
0,0,0,0,1709733410569,0,0,-0.227419,-0.237511
0,0,0,0,1709733410575,0,0,-0.227419,-0.237511
0,0,0,0,1709733410581,0,0,-0.227419,-0.237511
0,0,0,0,1709733410587,0,0,-0.227419,-0.237511
0,0,0,0,1709733410593,0,0,-0.227419,-0.237511
0,0,0,0,1709733410599,0,0,-0.227419,-0.237511
0,0,0,0,1709733410605,0,0,-0.227419,-0.237511
0,0,0,0,1709733410611,0,0,-0.227419,-0.237511
0,0,0,0,1709733410617,0,0,-0.227419,-0.237511
0,0,0,0,1709733410623,0,0,-0.227419,-0.237511
0,0,0,0,1709733410629,0,0,-0.227419,-0.237511
0,0,0,0,1709733410635,0,0,-0.227419,-0.237511
0,0,0,0,1709733410641,0,0,-0.227419,-0.237511
0,0,0,0,1709733410647,0,0,-0.227419,-0.237511
0,0,0,0,1709733410653,0,0,-0.227419,-0.237511
0,0,0,0,1709733410659,0,0,-0.227419,-0.237511
0,0,0,0,1709733410665,0,0,-0.227419,-0.237511
0,0,0,0,1709733410671,0,0,-0.227419,-0.237511
0,0,0,0,1709733410677,0,0,-0.227419,-0.237511
0,0,0,0,1709733410683,0,0,-0.227419,-0.237511
0,0,0,0,1709733410689,0,0,-0.227419,-0.237511
0,0,0,0,1709733410695,0,0,-0.227419,-0.237511
0,0,0,0,1709733410701,0,0,-0.227419,-0.237511
0,0,0,0,1709733410707,0,0,-0.227419,-0.237511
0,0,0,0,1709733410713,0,0,-0.227419,-0.237511
0,0,0,0,1709733410719,0,0,-0.227419,-0.237511
0,0,0,0,1709733410725,0,-3,-0.298864,-1.233459
0,0,0,0,1709733410731,1,-5,-0.133648,-1.900782
0,0,0,0,1709733410737,1,-6,-0.102869,-2.214945
0,0,0,0,1709733410743,1,-6,-0.119598,-2.195133
0,0,0,0,1709733410749,1,-6,-0.192858,-2.172470
0,0,0,0,1709733410755,1,-5,-0.215420,-1.851192
0,0,0,0,1709733410761,0,-5,-0.390144,-1.941278
0,0,0,0,1709733410767,0,-5,-0.394154,-2.083057
0,0,0,0,1709733410773,-2,-5,-0.728376,-2.138157
0,0,0,0,1709733410779,-2,-7,-0.676260,-2.707014
0,0,0,0,1709733410785,-1,-7,-0.426001,-2.631622
0,0,0,0,1709733410791,-2,-5,-0.506237,-1.912275
0,0,0,0,1709733410797,-1,-4,-0.391920,-1.558207
0,0,0,0,1709733410803,0,-2,-0.338305,-0.950413
0,0,0,0,1709733410809,0,0,-0.348057,-0.332529
0,0,0,0,1709733410815,0,0,-0.339613,-0.356312
0,0,0,0,1709733410821,0,0,-0.364367,-0.439653
0,0,0,0,1709733410827,0,0,-0.281893,-0.366604
0,0,0,0,1709733410833,0,-1,-0.232912,-0.600058
0,0,0,0,1709733410839,0,0,-0.164616,-0.173046
0,0,0,0,1709733410845,0,-1,-0.099674,-0.278002
0,0,0,0,1709733410851,0,0,-0.051804,0.390760
0,0,0,0,1709733410857,0,-1,-0.162264,0.429745
0,0,0,0,1709733410863,0,-1,-0.219122,0.921591
0,0,0,0,1709733410869,0,0,-0.168056,1.570776
0,0,0,0,1709733410875,0,-1,-0.291204,1.176672
0,0,0,0,1709733410881,0,0,-0.276110,0.822800
0,0,0,0,1709733410887,0,0,-0.056158,0.255156
0,0,0,0,1709733410893,0,0,0.052176,-0.036631
0,0,0,0,1709733410899,0,0,0.271637,0.042318
0,0,0,0,1709733410905,0,0,0.330704,0.172373
0,0,0,0,1709733410911,0,0,0.268747,0.405802
0,0,0,0,1709733410917,0,0,0.120720,0.350739
0,0,0,0,1709733410923,0,0,-0.126406,0.036280
0,0,0,0,1709733410929,0,0,-0.589922,-0.570923
0,0,0,0,1709733410935,0,0,-0.642933,-1.386877
0,0,0,0,1709733410941,0,0,-0.611431,-1.629946
0,0,0,0,1709733410947,0,0,-0.659571,-1.345781
0,0,0,0,1709733410953,0,0,-0.425558,-1.078024
0,0,0,0,1709733410959,0,0,-0.262142,-0.504177
0,0,0,0,1709733410965,0,0,-0.189466,-0.109669
0,0,0,0,1709733410971,0,0,-0.213230,-0.072882
0,0,0,0,1709733410977,0,0,-0.176899,-0.041990
0,0,0,0,1709733410983,0,0,-0.187893,-0.109522
0,0,0,0,1709733410989,0,0,-0.226675,-0.214914
0,0,0,0,1709733410995,0,0,-0.193558,-0.096273
0,0,0,0,1709733411001,0,0,-0.220343,-0.230742
0,0,0,0,1709733411007,0,0,-0.252384,-0.202978
0,0,0,0,1709733411013,0,0,-0.251005,-0.411142
0,0,0,0,1709733411019,0,0,-0.244484,-0.390722
0,0,0,0,1709733411025,0,0,-0.250988,-0.310093
0,0,0,0,1709733411031,0,0,-0.242531,-0.423666
0,0,0,0,1709733411037,0,0,-0.227419,-0.237511
0,0,0,0,1709733411043,0,0,-0.227419,-0.237511
0,0,0,0,1709733411049,0,0,-0.227419,-0.237511
0,0,0,0,1709733411055,0,0,-0.227419,-0.237511
0,0,0,0,1709733411061,0,0,-0.227419,-0.237511
0,0,0,0,1709733411067,0,2,-0.179785,0.426441
0,0,0,0,1709733411073,0,3,-0.183334,0.762253
0,0,0,0,1709733411079,2,3,0.118700,0.751112
0,0,0,0,1709733411085,1,5,-0.007322,1.400194
0,0,0,0,1709733411091,3,5,0.381472,1.436880
0,0,0,0,1709733411097,3,6,0.364960,1.744015
0,0,0,0,1709733411103,3,6,0.427053,1.811447
0,0,0,0,1709733411109,4,8,0.686426,2.565792
0,0,0,0,1709733411115,4,7,0.636887,2.206253
0,0,0,0,1709733411121,3,7,0.459631,2.155458
0,0,0,0,1709733411127,4,9,0.703802,2.892702
0,0,0,0,1709733411133,4,9,0.633635,2.847086
0,0,0,0,1709733411139,4,10,0.626015,3.160870
0,0,0,0,1709733411145,4,11,0.647156,3.612705
0,0,0,0,1709733411151,4,10,0.575127,3.225019
0,0,0,0,1709733411157,4,10,0.659805,3.183491
0,0,0,0,1709733411163,3,10,0.558037,3.235325
0,0,0,0,1709733411169,3,9,0.576630,2.965866
0,0,0,0,1709733411175,2,7,0.378735,2.276270
0,0,0,0,1709733411181,2,8,0.469740,2.587538
0,0,0,0,1709733411187,0,6,-0.067059,1.755894
0,0,0,0,1709733411193,0,5,-0.212179,1.111069
0,0,0,0,1709733411199,0,4,-0.283838,0.519068
0,0,0,0,1709733411205,0,3,-0.493647,-0.121000
0,0,0,0,1709733411211,0,3,-0.634897,-0.503645
0,0,0,0,1709733411217,-1,1,-0.957521,-1.237789
0,0,0,0,1709733411223,0,1,-0.755381,-1.009895
0,0,0,0,1709733411229,-1,1,-0.924679,-1.099375
0,0,0,0,1709733411235,0,1,-0.567596,-1.180307
0,0,0,0,1709733411241,-1,0,-0.805653,-1.276642
0,0,0,0,1709733411247,0,0,-0.514114,-1.438465
0,0,0,0,1709733411253,0,1,-0.473799,-1.048683
0,0,0,0,1709733411259,0,1,-0.482367,-1.112986
0,0,0,0,1709733411265,0,1,-0.479033,-1.080053
0,0,0,0,1709733411271,0,1,-0.538866,-1.386372
0,0,0,0,1709733411277,0,1,-0.535820,-1.299170
0,0,0,0,1709733411283,0,1,-0.411194,-1.035221
0,0,0,0,1709733411289,0,1,-0.266891,-0.723612
0,0,0,0,1709733411295,0,1,-0.107134,-0.276148
0,0,0,0,1709733411301,0,0,-0.095308,-0.264860
0,0,0,0,1709733411307,0,0,0.059851,-0.226034
0,0,0,0,1709733411313,0,0,0.189894,0.079987
0,0,0,0,1709733411319,0,0,0.147587,0.293928
0,0,0,0,1709733411325,0,0,0.149010,0.287876
0,0,0,0,1709733411331,0,0,0.121868,0.366627
0,0,0,0,1709733411337,0,0,0.140247,0.617697
0,0,0,0,1709733411343,0,0,-0.050856,0.465845
0,0,0,0,1709733411349,0,0,-0.095106,0.368126
0,0,0,0,1709733411355,0,0,-0.059605,0.341150
0,0,0,0,1709733411361,0,0,-0.031509,0.265860
0,0,0,0,1709733411367,0,0,-0.107479,0.185057
0,0,0,0,1709733411373,0,0,-0.286552,-0.175983
0,0,0,0,1709733411379,0,0,-0.227264,-0.171892
0,0,0,0,1709733411385,0,0,-0.318813,-0.189602
0,0,0,0,1709733411391,0,0,-0.304201,-0.361992
0,0,0,0,1709733411397,0,-1,-0.428905,-0.896904
0,0,0,0,1709733411403,-1,-3,-0.503334,-1.499615
0,0,0,0,1709733411409,-2,-3,-0.606945,-1.319656
0,0,0,0,1709733411415,-3,-5,-0.799957,-1.953365
0,0,0,0,1709733411421,-3,-5,-0.775314,-1.922731
0,0,0,0,1709733411427,-3,-6,-0.813450,-2.168100
0,0,0,0,1709733411433,-5,-7,-1.247995,-2.468960
0,0,0,0,1709733411439,-5,-8,-1.250290,-2.761612
0,0,0,0,1709733411445,-6,-9,-1.456558,-3.106907
0,0,0,0,1709733411451,-5,-9,-1.256617,-3.170530
0,0,0,0,1709733411457,-6,-10,-1.482262,-3.684572
0,0,0,0,1709733411463,-5,-9,-1.304529,-3.347845
0,0,0,0,1709733411469,-5,-10,-1.320662,-3.686655
0,0,0,0,1709733411475,-4,-10,-1.145672,-3.746479
0,0,0,0,1709733411481,-4,-8,-1.048012,-3.076778
0,0,0,0,1709733411487,-3,-7,-0.903946,-2.754181
0,0,0,0,1709733411493,-3,-6,-0.947702,-2.414206
0,0,0,0,1709733411499,-1,-6,-0.639400,-2.379086
0,0,0,0,1709733411505,-2,-4,-0.727070,-1.710812
0,0,0,0,1709733411511,-1,-4,-0.499161,-1.724688
0,0,0,0,1709733411517,0,-3,-0.284599,-1.197903
0,0,0,0,1709733411523,-1,-1,-0.314053,-0.280500
0,0,0,0,1709733411529,0,-2,-0.076050,-0.305750
0,0,0,0,1709733411535,0,0,0.115677,0.627304
0,0,0,0,1709733411541,0,0,0.259047,0.997614
0,0,0,0,1709733411547,0,0,0.319841,1.240648
0,0,0,0,1709733411553,0,0,0.390299,1.207485
0,0,0,0,1709733411559,0,0,0.429344,1.165058
0,0,0,0,1709733411565,0,0,0.376568,1.279192
0,0,0,0,1709733411571,0,0,0.306540,1.185692
0,0,0,0,1709733411577,0,0,0.368988,1.308954
0,0,0,0,1709733411583,0,0,0.311913,1.195391
0,0,0,0,1709733411589,0,0,0.054506,1.000738
0,0,0,0,1709733411595,0,0,-0.044081,0.818060
0,0,0,0,1709733411601,0,0,-0.268826,0.497179
0,0,0,0,1709733411607,0,0,-0.293907,0.268223
0,0,0,0,1709733411613,0,0,-0.490210,-0.043406
0,0,0,0,1709733411619,0,0,-0.486208,-0.309048
0,0,0,0,1709733411625,0,0,-0.643751,-0.823221
0,0,0,0,1709733411631,0,0,-0.567513,-0.910292
0,0,0,0,1709733411637,0,0,-0.626951,-0.786232
0,0,0,0,1709733411643,0,0,-0.644569,-0.819643
0,0,0,0,1709733411649,0,0,-0.570496,-0.888899
0,0,0,0,1709733411655,0,0,-0.490709,-1.059166
0,0,0,0,1709733411661,0,0,-0.592943,-0.919821
0,0,0,0,1709733411667,0,0,-0.420538,-0.986174
0,0,0,0,1709733411673,0,0,-0.333672,-0.812809
0,0,0,0,1709733411679,0,0,-0.395500,-0.554672
0,0,0,0,1709733411685,0,0,-0.257641,-0.609814
0,0,0,0,1709733411691,0,0,-0.227419,-0.237511
0,0,0,0,1709733411697,0,0,-0.227419,-0.237511
0,0,0,0,1709733411703,0,0,-0.227419,-0.237511
0,0,0,0,1709733411709,0,0,-0.227419,-0.237511
0,0,0,0,1709733411715,0,0,-0.227419,-0.237511
0,0,0,0,1709733411721,0,0,-0.227419,-0.237511
0,0,0,0,1709733411727,0,0,-0.227419,-0.237511
0,0,0,0,1709733411733,0,0,-0.227419,-0.237511
0,0,0,0,1709733411739,0,0,-0.227419,-0.237511
0,0,0,0,1709733411745,0,0,-0.227419,-0.237511
0,0,0,0,1709733411751,0,0,-0.227419,-0.237511
0,0,0,0,1709733411757,0,0,-0.227419,-0.237511
0,0,0,0,1709733411763,0,0,-0.227419,-0.237511
0,0,0,0,1709733411769,0,0,-0.227419,-0.237511
0,0,0,0,1709733411775,0,0,-0.227419,-0.237511
0,0,0,0,1709733411781,0,0,-0.227419,-0.237511
0,0,0,0,1709733411787,0,0,-0.227419,-0.237511
0,0,0,0,1709733411793,0,0,-0.227419,-0.237511
0,0,0,0,1709733411799,0,0,-0.227419,-0.237511
0,0,0,0,1709733411805,0,0,-0.227419,-0.237511
